ticker,news_date,news_title,price_prev_close,volume_event_day,day_of_week,month,year,return_1d,return_intraday,title_length,return_2d,price_event_open,price_event_close,price_1d_after,impact_class,geo_region,geo_event_type,news_type,sentiment,sentiment_class,sentiment_price_mismatch,volume_ratio,abs_return_intraday,abs_return_1d
DAL,2013-08-14 13:13:00,"JP Morgan Downgrades Delta Air Lines Inc. (New) to Neutral, Lowers PT to $22.00",19.040000915527344,17556800.0,2,8,2013,0.0257352808590761,0.0235849457410296,79,0.0414915425521042,19.07999992370605,19.530000686645508,19.82999992370605,positive,Global,airline,airline,0.1363636363636363,positive,0,1.3015650289596665,0.0235849457410296,0.0257352808590761
JBLU,2013-08-16 11:38:00,Raymond James Upgrades JetBlue Airways Corporation to Market Perform,6.369999885559082,2479400.0,4,8,2013,-0.0235478960851294,-0.0235478960851294,68,-0.0172683922532899,6.369999885559082,6.21999979019165,6.260000228881836,negative,Global,airline,airline,0.0,neutral,0,0.3549732993383395,0.0235478960851294,0.0235478960851294
DAL,2013-08-28 14:27:00,Department of Justice and Airlines Argue Over Merger Trial Start Date,19.1299991607666,12982100.0,2,8,2013,0.0266597099454029,0.00101929406522,69,0.0313643705066259,19.6200008392334,19.63999938964844,19.729999542236328,positive,Global,airline,airline,0.0,neutral,0,0.9624218173276045,0.00101929406522,0.0266597099454029
ALK,2013-09-05 12:02:00,"Alaska Air Reports Mainline Traffic Growth 8.1% in Aug., Capacity Growth 9.2%, Alaska Air Horizon Traffic Up 0.8%, Capacity Down 2.5%",28.979999542236328,788400.0,3,9,2013,-0.0100068672449789,-0.0105190652301372,133,0.0098343634200803,28.9950008392334,28.690000534057617,29.26499938964844,neutral,Global,airline,airline,-0.1555555555555555,negative,0,0.4493407706246471,0.0105190652301372,0.0100068672449789
JBLU,2013-09-11 16:28:00,"JetBlue Pres, CEO Barger Believes AMR Should Lose All Washington Slots Following Merger, US Air Should Stay at Current Flight Slots",6.480000019073486,2310700.0,2,9,2013,-0.0185185008033749,-0.0170014930825813,131,0.0030864168005624,6.46999979019165,6.360000133514404,6.5,neutral,Global,airline,airline,0.0,neutral,0,0.33082068354485,0.0170014930825813,0.0185185008033749
JBLU,2013-09-12 18:02:00,"JetBlue Airways Reports Aug. Capacity Growth 7.2%, Traffic Up 6.2%, PRASM Up 3%; Expecting Sept. PRASM Growth 7.5-8.5%",6.360000133514404,2548500.0,3,9,2013,0.0220125571614154,0.00931676121839,118,0.0267295711832016,6.440000057220459,6.5,6.53000020980835,positive,Global,airline,airline,0.0,neutral,0,0.36486627948848843,0.00931676121839,0.0220125571614154
JBLU,2013-09-13 14:19:00,JetBlue Tweets: 'We're experiencing flt delays today due to IT network connectivity issues. Expect delays today & check flt status at http://www2.jetblue.com/flightstatus',6.5,3625300.0,4,9,2013,0.0046154168935922,-0.0121028626460133,171,0.0153846007127028,6.610000133514404,6.53000020980835,6.599999904632568,neutral,Global,airline,airline,-0.125,negative,1,0.5190306937530379,0.0121028626460133,0.0046154168935922
JBLU,2013-09-13 20:02:00,S&P Upgrades JetBlue from B- to B; Outlook Stable,6.5,3625300.0,4,9,2013,0.0046154168935922,-0.0121028626460133,49,0.0153846007127028,6.610000133514404,6.53000020980835,6.599999904632568,neutral,Global,airline,airline,0.0,neutral,0,0.5190306937530379,0.0121028626460133,0.0046154168935922
DAL,2013-09-17 10:31:00,"JP Morgan Upgrades Delta Air Lines Inc. (New) to Overweight, Raises PT to $26.00",23.31999969482422,17592100.0,1,9,2013,-0.0004288262869941,0.0134782376496688,80,0.0055746599406726,23.0,23.309999465942383,23.450000762939453,neutral,Global,airline,airline,0.1363636363636363,positive,1,1.3041819776930506,0.0134782376496688,0.0004288262869941
ALK,2013-09-17 10:32:00,"JP Morgan Maintains Neutral on Alaska Air Group, Inc., Raises PT to $67.00",31.190000534057617,726600.0,1,9,2013,0.0036870717906077,0.0074014331967653,74,0.0032061679947883,31.075000762939453,31.30500030517578,31.290000915527344,neutral,Global,airline,airline,0.0,neutral,0,0.41411847277507435,0.0074014331967653,0.0036870717906077
DAL,2013-09-17 14:03:00,UPDATE: J.P. Morgan Upgrades Delta Air Lines on Multiple Positive Factors,23.31999969482422,17592100.0,1,9,2013,-0.0004288262869941,0.0134782376496688,73,0.0055746599406726,23.0,23.309999465942383,23.450000762939453,neutral,Global,airline,airline,0.1136363636363636,positive,1,1.3041819776930506,0.0134782376496688,0.0004288262869941
DAL,2013-09-17 15:19:00,"Imperial Capital Maintains Outperform on Delta Air Lines Inc. (New), Raises PT to $26.00",23.31999969482422,17592100.0,1,9,2013,-0.0004288262869941,0.0134782376496688,88,0.0055746599406726,23.0,23.309999465942383,23.450000762939453,neutral,Global,airline,airline,0.1363636363636363,positive,1,1.3041819776930506,0.0134782376496688,0.0004288262869941
JBLU,2013-09-23 13:40:00,"IATA Cutting Outlook for Airline Industry: Sees '13 Profit Outlook at $11.7B, Down from $12.7B in June, Sees 2014 Profit $16.4B on Sales of $743B",6.690000057220459,7155100.0,0,9,2013,0.0104634037462864,0.0089552867648932,145,0.0149476687260472,6.699999809265137,6.760000228881836,6.789999961853027,neutral,Global,airline,airline,-0.3777777777777777,negative,1,1.0243887448962463,0.0089552867648932,0.0104634037462864
ALK,2013-09-30 13:03:00,"Alaska Air Reports Order of Five Boeing 737-900ER Planes, Valued at $481M at List Prices",31.309999465942383,2363400.0,0,9,2013,0.0419993789999267,0.0380209889666285,88,0.0364101346675879,31.43000030517578,32.625,32.45000076293945,positive,Global,airline,airline,0.0,neutral,0,1.3469964197035655,0.0380209889666285,0.0419993789999267
ALK,2013-10-01 00:44:00,Alaska Airlines Orders Five Boeing Next Generation 737-900ER Aircraft Worth $481M,32.625,841400.0,1,10,2013,-0.0053639612892121,-0.0047538347331086,81,-0.0068965049539032,32.60499954223633,32.45000076293945,32.400001525878906,neutral,Global,airline,airline,0.15,positive,1,0.47954759564127103,0.0047538347331086,0.0053639612892121
DAL,2013-10-03 11:10:00,"Imperial Capital Maintains Outperform on Delta Air Lines Inc. (New), Raises PT to $31.00",24.540000915527344,17398300.0,3,10,2013,0.0264873510301703,0.0202511133732174,88,0.0126324146037922,24.690000534057617,25.190000534057617,24.850000381469727,positive,Global,airline,airline,0.1363636363636363,positive,0,1.2898147067431973,0.0202511133732174,0.0264873510301703
ALK,2013-10-03 12:01:00,"Alaska Air Reports Sept. Group Traffic Up 4.1%, Capacity Up 5.2%",32.400001525878906,758400.0,3,10,2013,-0.0003087078938091,0.0029416697968565,64,-0.0027777823564608,32.29499816894531,32.38999938964844,32.310001373291016,neutral,Global,airline,airline,0.0,neutral,0,0.4322425677850487,0.0029416697968565,0.0003087078938091
ALK,2013-10-08 11:17:00,"Deutsche Bank Downgrades Alaska Air Group, Inc. to Hold",30.665000915527344,1547000.0,1,10,2013,0.0017935234366582,0.0,55,0.0172835076952014,30.71999931335449,30.71999931335449,31.19499969482422,neutral,Global,airline,airline,0.0,neutral,0,0.8816973264286265,0.0,0.0017935234366582
DAL,2013-10-08 11:57:00,"Deutsche Bank Maintains Buy on Delta Air Lines Inc. (New), Raises PT to $31.00",24.229999542236328,10944400.0,1,10,2013,0.0008254419373309,-0.001646805846836,78,0.0115559509672061,24.290000915527344,24.25,24.51000022888184,neutral,Global,airline,airline,0.1363636363636363,positive,0,0.8113578956840753,0.001646805846836,0.0008254419373309
JBLU,2013-10-10 18:57:00,"JetBlue Air Reports Sept. Traffic Up 1.6%, Capacity Up 0.6%, PRASM Up 9%",6.78000020980835,5585600.0,3,10,2013,0.0309733856653893,0.0294550530764002,72,0.0294984960289241,6.789999961853027,6.989999771118164,6.980000019073486,positive,Global,airline,airline,0.0,neutral,0,0.7996849482875813,0.0294550530764002,0.0309733856653893
ALK,2013-10-15 20:01:00,"Imperial Capital Upgrades Alaska Air Group, Inc. to Outperform, Raises PT to $70.00",31.350000381469727,1749600.0,1,10,2013,0.0258373032244412,0.0103675753847641,83,0.0440191114505468,31.82999992370605,32.15999984741211,32.72999954223633,positive,Global,airline,airline,0.0,neutral,0,0.9971671896053813,0.0103675753847641,0.0258373032244412
ALK,2013-10-16 14:20:00,UPDATE: Imperial Capital Upgrades Alaska Air Group as Recent Stock Performance Seems Unwarranted,32.15999984741211,1271800.0,2,10,2013,0.0177238711918117,0.0169332964328404,96,0.0188121749100385,32.185001373291016,32.72999954223633,32.76499938964844,neutral,Global,airline,airline,0.0,neutral,0,0.7248498123800434,0.0169332964328404,0.0177238711918117
DAL,2013-10-22 11:32:00,Delta Air Lines Inc. (New) Reports Q3 EPS of $1.41 vs $1.36 Est,25.489999771118164,12626900.0,1,10,2013,0.0047077614872858,0.0066823927958002,63,0.0325617862361261,25.440000534057617,25.61000061035156,26.31999969482422,neutral,Global,airline,airline,0.1363636363636363,positive,0,0.9360892340387094,0.0066823927958002,0.0047077614872858
DAL,2013-10-22 11:34:00,Delta Air Announces $100M Buyback Plan,25.489999771118164,12626900.0,1,10,2013,0.0047077614872858,0.0066823927958002,38,0.0325617862361261,25.440000534057617,25.61000061035156,26.31999969482422,neutral,Global,airline,airline,0.0,neutral,0,0.9360892340387094,0.0066823927958002,0.0047077614872858
DAL,2013-10-22 12:02:00,UPDATE: Delta Air Reports Higher Q3 Profit,25.489999771118164,12626900.0,1,10,2013,0.0047077614872858,0.0066823927958002,42,0.0325617862361261,25.440000534057617,25.61000061035156,26.31999969482422,neutral,Global,airline,airline,0.25,positive,0,0.9360892340387094,0.0066823927958002,0.0047077614872858
ALK,2013-10-24 12:14:00,"Alaska Air GroUp, Inc. Reports Q3 EPS of $2.21 vs $2.14 Est; Revenue of $1.56B vs $1.36B Est",34.84000015258789,1060000.0,3,10,2013,0.0067451380402507,0.008047208183044,92,0.00617107209088,34.79499816894531,35.07500076293945,35.05500030517578,neutral,Global,airline,airline,0.0,neutral,0,0.6041365003324783,0.008047208183044,0.0067451380402507
JBLU,2013-10-29 11:31:00,JetBlue Airways Corporation Reports Q3 EPS of $0.21 vs $0.22 Est; Revenue of $1.44B vs $1.44B Est,7.239999771118164,7968000.0,1,10,2013,-0.0041436096574017,-0.0055172361176589,97,-0.0207181800099846,7.25,7.210000038146973,7.090000152587891,neutral,Global,airline,airline,0.0,neutral,0,1.1407708514672457,0.0055172361176589,0.0041436096574017
JBLU,2013-10-29 11:33:00,"JetBlue Will Defer 24 Embraer Aircraft, Aimed at Cutting Near-Term Spending",7.239999771118164,7968000.0,1,10,2013,-0.0041436096574017,-0.0055172361176589,75,-0.0207181800099846,7.25,7.210000038146973,7.090000152587891,neutral,Global,airline,airline,-0.6,negative,0,1.1407708514672457,0.0055172361176589,0.0041436096574017
JBLU,2013-10-29 19:05:00,Wolfe Research Downgrades JetBlue Airways Corporation to Underperform,7.239999771118164,7968000.0,1,10,2013,-0.0041436096574017,-0.0055172361176589,69,-0.0207181800099846,7.25,7.210000038146973,7.090000152587891,neutral,Global,airline,airline,0.0,neutral,0,1.1407708514672457,0.0055172361176589,0.0041436096574017
JBLU,2013-10-30 10:47:00,"Imperial Capital Maintains Outperform on JetBlue Airways Corporation, Raises PT to $10.00",7.210000038146973,2887800.0,2,10,2013,-0.016643534663548,-0.016643534663548,89,0.008321767331774,7.210000038146973,7.090000152587891,7.269999980926514,neutral,Global,airline,airline,0.0,neutral,0,0.4134435322373384,0.016643534663548,0.016643534663548
DAL,2013-10-30 14:55:00,Airlines Generating Top Revenues from Fees: Top Airline Stocks,26.479999542236328,10144300.0,2,10,2013,-0.0037764495165577,-0.0034000814099938,62,0.0083082033423836,26.46999931335449,26.3799991607666,26.700000762939453,neutral,Global,airline,airline,0.5,positive,1,0.7520428622115388,0.0034000814099938,0.0037764495165577
JBLU,2013-11-01 17:05:00,"JetBlue Warns of Delays in LA Related to Airport Shooting, Says All LA Crew Accounted For",7.269999980926514,6161000.0,4,11,2013,0.03851447187661,0.0107095586064481,89,0.0343878955510174,7.46999979019165,7.550000190734863,7.519999980926514,positive,Global,airline,airline,0.0,neutral,0,0.8820644096247114,0.0107095586064481,0.03851447187661
JBLU,2013-11-01 17:13:00,"FAA Announces Flight Halt to LA, Cites Security Incident",7.269999980926514,6161000.0,4,11,2013,0.03851447187661,0.0107095586064481,56,0.0343878955510174,7.46999979019165,7.550000190734863,7.519999980926514,positive,Global,airline,airline,0.0,neutral,0,0.8820644096247114,0.0107095586064481,0.03851447187661
JBLU,2013-11-01 19:20:00,JetBlue Issues Travel Waiver for Flights to/from LAX Today,7.269999980926514,6161000.0,4,11,2013,0.03851447187661,0.0107095586064481,58,0.0343878955510174,7.46999979019165,7.550000190734863,7.519999980926514,positive,Global,airline,airline,0.0,neutral,0,0.8820644096247114,0.0107095586064481,0.03851447187661
DAL,2013-11-01 19:59:00,"Delta Issues Waiver for Flights to/from LAX, LA Region",26.700000762939453,17463300.0,4,11,2013,0.0277153464409375,0.0114265161400858,54,0.0284643557983753,27.1299991607666,27.440000534057617,27.459999084472656,positive,Global,airline,airline,0.0,neutral,0,1.294633450869825,0.0114265161400858,0.0277153464409375
ALK,2013-11-08 12:24:00,"Barclays Upgrades Alaska Air Group, Inc. to Equalweight, Raises PT to $84.00",36.369998931884766,760000.0,4,11,2013,0.0085235463952473,0.003282246372464,76,0.0284575165743201,36.560001373291016,36.68000030517578,37.40499877929688,neutral,Global,airline,airline,0.0,neutral,0,0.4331544719364939,0.003282246372464,0.0085235463952473
DAL,2013-11-13 19:12:00,Delta Urging DoJ to Include All Airlines in Merger Divestiture,27.790000915527344,10551900.0,2,11,2013,0.0053976111402883,0.0017927983328581,62,0.0118747719623741,27.88999938964844,27.940000534057617,28.1200008392334,neutral,Global,airline,airline,0.0,neutral,0,0.7822600946117462,0.0017927983328581,0.0053976111402883
DAL,2013-11-21 18:17:00,Sign of the Times: Another Ultra-Long Business Flight is Permanently Grounded,28.040000915527344,14684400.0,3,11,2013,0.0199714496311688,0.0123893940343266,77,0.0402995407942678,28.25,28.600000381469727,29.170000076293945,neutral,Global,airline,airline,0.0,neutral,0,1.0886210192777344,0.0123893940343266,0.0199714496311688
DAL,2013-11-22 15:52:00,Julian Roberson at Robin Hood Has Recommended Delta Air,28.600000381469727,14535700.0,4,11,2013,0.0199300589937589,0.0058620715963429,55,0.0153846338527568,29.0,29.170000076293945,29.040000915527344,neutral,Global,airline,airline,0.0,neutral,0,1.0775972154065105,0.0058620715963429,0.0199300589937589
DAL,2013-11-22 18:04:00,FCC Proposes Lifting Ban on In-Flight Cell Phone Use,28.600000381469727,14535700.0,4,11,2013,0.0199300589937589,0.0058620715963429,52,0.0153846338527568,29.0,29.170000076293945,29.040000915527344,neutral,Global,airline,airline,0.0,neutral,0,1.0775972154065105,0.0058620715963429,0.0199300589937589
JBLU,2013-11-25 16:14:00,UPDATE: Raymond James Downgrades JetBlue Airways as Thesis Has Played Out,8.9399995803833,7428500.0,0,11,2013,-0.0234899382554522,-0.0223965012435143,73,0.0067114566479796,8.930000305175781,8.729999542236328,9.0,negative,Global,airline,airline,0.0,neutral,0,1.063531158399151,0.0223965012435143,0.0234899382554522
DAL,2013-11-26 13:32:00,Winter Storm Could Cripple Holiday Travel,29.040000915527344,9180300.0,1,11,2013,0.0103305519146916,0.0058279079824926,41,-0.0020661629269761,29.170000076293945,29.34000015258789,28.979999542236328,neutral,Global,airline,airline,0.0,neutral,0,0.6805771800873979,0.0058279079824926,0.0103305519146916
DAL,2013-11-26 21:21:00,S&P Says May Raise Rating on Delta Air,29.040000915527344,9180300.0,1,11,2013,0.0103305519146916,0.0058279079824926,38,-0.0020661629269761,29.170000076293945,29.34000015258789,28.979999542236328,neutral,Global,airline,airline,0.0,neutral,0,0.6805771800873979,0.0058279079824926,0.0103305519146916
ALK,2013-11-26 21:27:00,S&P Says May Upgrade Alaska Air,38.4900016784668,1038400.0,1,11,2013,0.0157183558288799,0.0107290825298109,31,0.0098726224174356,38.68000030517578,39.095001220703125,38.869998931884766,neutral,Global,airline,airline,0.0,neutral,0,0.5918257942879676,0.0107290825298109,0.0157183558288799
LUV,2013-11-27 12:33:00,GEOPOLITICAL: US DOC Issues Final Antidumping Tariffs on Activated Carbon Imports from China ,16.287033081054688,4774000.0,2,11,2013,0.022114050480285,0.0155413139281221,79,0.0026965383689327,16.392445215637437,16.647205352783203,16.330951690673828,positive,China,geopolitical,geopolitical,0.0,neutral,0,0.5647300916234012,0.0155413139281221,0.022114050480285
JBLU,2013-11-27 12:33:00,GEOPOLITICAL: US DOC Issues Final Antidumping Tariffs on Activated Carbon Imports from China ,8.729999542236328,4791900.0,2,11,2013,0.0309278891089731,0.0238907894264316,79,0.0183276986799748,8.789999961853027,9.0,8.890000343322754,positive,China,geopolitical,geopolitical,0.0,neutral,0,0.6860516871418041,0.0238907894264316,0.0309278891089731
DAL,2013-11-27 12:33:00,GEOPOLITICAL: US DOC Issues Final Antidumping Tariffs on Activated Carbon Imports from China ,25.222745895385746,9180300.0,2,11,2013,0.0103303218100023,0.0058279079824926,79,-0.0020663214706189,25.3356511339319,25.483304977416992,25.17062759399414,neutral,China,geopolitical,geopolitical,0.0,neutral,0,0.6805771800873979,0.0058279079824926,0.0103303218100023
ALK,2013-11-27 12:33:00,GEOPOLITICAL: US DOC Issues Final Antidumping Tariffs on Activated Carbon Imports from China ,34.81535720825195,1038400.0,2,11,2013,0.0157187143522855,0.010729082529811,79,0.0098728589731354,34.987228995894895,35.36260986328125,35.15908432006836,neutral,China,geopolitical,geopolitical,0.0,neutral,0,0.5918257942879676,0.010729082529811,0.0157187143522855
UAL,2013-11-27 12:33:00,GEOPOLITICAL: US DOC Issues Final Antidumping Tariffs on Activated Carbon Imports from China ,39.04999923706055,3707600.0,2,11,2013,0.009731141499091,0.0048419627569294,79,0.0051216585620222,39.2400016784668,39.43000030517578,39.25,neutral,China,geopolitical,geopolitical,0.0,neutral,0,0.3563643026877014,0.0048419627569294,0.009731141499091
UAL,2013-11-27 12:35:00,"GEOPOLITICAL: Calgon Carbon Announces US Commerce Dept. Issues Final Antidumping Tariffs on Activated Carbon Imports from China, Assigned Rate $0.07 on Average, Expecting Minimal Effect on Business",39.04999923706055,3707600.0,2,11,2013,0.009731141499091,0.0048419627569294,183,0.0051216585620222,39.2400016784668,39.43000030517578,39.25,neutral,China,geopolitical,geopolitical,-0.0833333333333333,neutral,0,0.3563643026877014,0.0048419627569294,0.009731141499091
ALK,2013-11-27 12:35:00,"GEOPOLITICAL: Calgon Carbon Announces US Commerce Dept. Issues Final Antidumping Tariffs on Activated Carbon Imports from China, Assigned Rate $0.07 on Average, Expecting Minimal Effect on Business",34.81537628173828,1038400.0,2,11,2013,0.0157179387555685,0.0107290825298108,183,0.0098723057176998,34.987221447487855,35.36260223388672,35.15908432006836,neutral,China,geopolitical,geopolitical,-0.0833333333333333,neutral,0,0.5918257942879676,0.0107290825298108,0.0157179387555685
DAL,2013-11-27 12:35:00,"GEOPOLITICAL: Calgon Carbon Announces US Commerce Dept. Issues Final Antidumping Tariffs on Activated Carbon Imports from China, Assigned Rate $0.07 on Average, Expecting Minimal Effect on Business",25.22274398803711,9180300.0,2,11,2013,0.0103303982113708,0.0058279079824926,183,-0.0020663972470621,25.3356511339319,25.483304977416992,25.170623779296875,neutral,China,geopolitical,geopolitical,-0.0833333333333333,neutral,0,0.6805771800873979,0.0058279079824926,0.0103303982113708
LUV,2013-11-27 12:35:00,"GEOPOLITICAL: Calgon Carbon Announces US Commerce Dept. Issues Final Antidumping Tariffs on Activated Carbon Imports from China, Assigned Rate $0.07 on Average, Expecting Minimal Effect on Business",16.287033081054688,4774000.0,2,11,2013,0.0221144018055307,0.0155413139281221,183,0.002696187043687,16.392450850116134,16.6472110748291,16.33094596862793,positive,China,geopolitical,geopolitical,-0.0833333333333333,neutral,0,0.5647300916234012,0.0155413139281221,0.0221144018055307
JBLU,2013-11-27 12:35:00,"GEOPOLITICAL: Calgon Carbon Announces US Commerce Dept. Issues Final Antidumping Tariffs on Activated Carbon Imports from China, Assigned Rate $0.07 on Average, Expecting Minimal Effect on Business",8.729999542236328,4791900.0,2,11,2013,0.0309278891089731,0.0238907894264316,183,0.0183276986799748,8.789999961853027,9.0,8.890000343322754,positive,China,geopolitical,geopolitical,-0.0833333333333333,neutral,0,0.6860516871418041,0.0238907894264316,0.0309278891089731
ALK,2013-12-09 11:45:00,"Deutsche Bank Downgrades Alaska Air Group, Inc. to Sell, Announces $70.00 PT",37.34999847412109,2232400.0,0,12,2013,-0.0089691860283411,-0.0072415303438015,76,-0.0164658069315756,37.28499984741211,37.01499938964844,36.73500061035156,neutral,Global,airline,airline,0.0,neutral,0,1.2723342673039857,0.0072415303438015,0.0089691860283411
ALK,2013-12-09 17:39:00,UPDATE: Deutsche Bank Downgrades Alaska Air Group on Growing Competition,37.34999847412109,2232400.0,0,12,2013,-0.0089691860283411,-0.0072415303438015,72,-0.0164658069315756,37.28499984741211,37.01499938964844,36.73500061035156,neutral,Global,airline,airline,0.0,neutral,0,1.2723342673039857,0.0072415303438015,0.0089691860283411
DAL,2013-12-11 13:34:00,"Delta Says Expecting Dec. Qtr. PRASM Growth 2-3%, Capacity Growth 2-3%",27.65999984741211,11555900.0,2,12,2013,0.0198842819990834,0.0158443867287,70,0.0256688718632699,27.770000457763672,28.209999084472656,28.3700008392334,neutral,Global,airline,airline,0.0,neutral,0,0.8566911577368889,0.0158443867287,0.0198842819990834
DAL,2013-12-11 13:41:00,Delta CEO Anderson Says Co. Targeting $500-600M in New Product Sales Over Next Three Years,27.65999984741211,11555900.0,2,12,2013,0.0198842819990834,0.0158443867287,90,0.0256688718632699,27.770000457763672,28.209999084472656,28.3700008392334,neutral,Global,airline,airline,0.0681818181818181,neutral,0,0.8566911577368889,0.0158443867287,0.0198842819990834
DAL,2013-12-11 13:42:00,"Delta Expecting to Reduce Net Debt to $7B by 2015, Sees Oper. Cash Flow Over 2014, 2015 Averaging $5B+",27.65999984741211,11555900.0,2,12,2013,0.0198842819990834,0.0158443867287,102,0.0256688718632699,27.770000457763672,28.209999084472656,28.3700008392334,neutral,Global,airline,airline,0.0,neutral,0,0.8566911577368889,0.0158443867287,0.0198842819990834
DAL,2013-12-13 16:07:00,The Fight Over Inflight Phone Calls Heats Up,28.3700008392334,11246400.0,4,12,2013,-0.0158618522956523,-0.0261597487967969,44,-0.0504053670382063,28.670000076293945,27.920000076293945,26.940000534057617,neutral,Global,airline,airline,0.0,neutral,0,0.8337465222416381,0.0261597487967969,0.0158618522956523
DAL,2013-12-16 11:23:00,"Imperial Capital Maintains Outperform on Delta Air Lines Inc. (New), Raises PT to $35.00",27.920000076293945,17570900.0,0,12,2013,-0.0351002700414896,-0.0361359642687757,88,-0.0290114421106371,27.950000762939453,26.940000534057617,27.11000061035156,negative,Global,airline,airline,0.1363636363636363,positive,1,1.3026103257625197,0.0361359642687757,0.0351002700414896
DAL,2013-12-18 14:16:00,Delta CEO Affirms No Voice Calls During Flight for Customers ,27.11000061035156,11138500.0,2,12,2013,0.0147546886582343,0.004381191745435,61,0.016230122346105,27.38999938964844,27.51000022888184,27.549999237060547,neutral,Global,airline,airline,0.0,neutral,0,0.8257474069914361,0.004381191745435,0.0147546886582343
DAL,2013-12-18 20:35:00,S&P Upgrades Delta Air from B+ to BB-; Outlook Stable,27.11000061035156,11138500.0,2,12,2013,0.0147546886582343,0.004381191745435,53,0.016230122346105,27.38999938964844,27.51000022888184,27.549999237060547,neutral,Global,airline,airline,0.0,neutral,0,0.8257474069914361,0.004381191745435,0.0147546886582343
ALK,2013-12-18 21:16:00,"UBS Initiates Coverage on Alaska Air Group, Inc. at Buy",35.35499954223633,1555400.0,2,12,2013,-0.0019799093687045,-0.0077334509352819,55,0.0394569502425577,35.560001373291016,35.28499984741211,36.75,neutral,Global,airline,airline,0.0,neutral,0,0.886484823223714,0.0077334509352819,0.0019799093687045
DAL,2013-12-18 21:17:00,UBS Initiates Coverage on Delta Air Lines Inc. (New) at Buy,27.11000061035156,11138500.0,2,12,2013,0.0147546886582343,0.004381191745435,59,0.016230122346105,27.38999938964844,27.51000022888184,27.549999237060547,neutral,Global,airline,airline,0.1363636363636363,positive,0,0.8257474069914361,0.004381191745435,0.0147546886582343
DAL,2013-12-19 13:22:00,"Evercore Partners Upgrades Delta Air Lines Inc. (New) to Overweight, Raises PT to $36.00",27.51000022888184,18881100.0,3,12,2013,0.0014539806559766,-0.0003628530143548,88,0.0021810056504248,27.559999465942383,27.549999237060547,27.56999969482422,neutral,Global,airline,airline,0.1363636363636363,positive,0,1.3997413804503303,0.0003628530143548,0.0014539806559766
DAL,2013-12-31 16:42:00,Report of Engine Fire on Delta Flight 1056 from San Jose to Minneapolis. Plane Was on Runway; Returned to Gate ,27.46999931335449,11703400.0,1,12,2013,0.0083728232739033,0.0161408851930762,111,0.064069904363857,27.26000022888184,27.700000762939453,29.229999542236328,neutral,Global,airline,airline,0.0,neutral,0,0.8676260001780826,0.0161408851930762,0.0083728232739033
DAL,2014-01-03 14:04:00,"Delta Expecting Dec. Qtr. Oper. Margin 8-9%, Passenger Unit Sales Growth ~3%",29.229999542236328,15782700.0,4,1,2014,0.0020527326113815,-0.0047570298401871,76,-0.0153951030666486,29.43000030517578,29.290000915527344,28.780000686645508,neutral,Global,airline,airline,0.0,neutral,0,1.1700429681127384,0.0047570298401871,0.0020527326113815
DAL,2014-01-03 16:38:00,S&P Capital IQ Upgrades Delta Air Lines Inc. (New) to Strong Buy,29.229999542236328,15782700.0,4,1,2014,0.0020527326113815,-0.0047570298401871,64,-0.0153951030666486,29.43000030517578,29.290000915527344,28.780000686645508,neutral,Global,airline,airline,0.2848484848484848,positive,0,1.1700429681127384,0.0047570298401871,0.0020527326113815
ALK,2014-01-06 13:02:00,"Alaska Airlines Reports Dec. Traffic Up 6.7%, Mainline Capacity Up 4.5%, Mainline Traffic 6.5% Growth",37.01499938964844,1223600.0,0,1,2014,-0.0005403338671745,-0.0055108017970505,101,0.0239092840962727,37.20000076293945,36.994998931884766,37.900001525878906,neutral,Global,airline,airline,0.0,neutral,0,0.6973786998177552,0.0055108017970505,0.0005403338671745
DAL,2014-01-06 17:05:00,Airlines In 2014 – Good Bet or Bad Deal?,29.290000915527344,13041100.0,0,1,2014,-0.0174120933062679,-0.0224184726711736,40,0.0174120281868219,29.440000534057617,28.780000686645508,29.799999237060547,neutral,Global,airline,airline,5.551115123125783e-17,neutral,0,0.9667957543040819,0.0224184726711736,0.0174120933062679
JBLU,2014-01-06 17:42:00,"JetBlue Shutting Down Flights Out of JFK, LaGuardia, Newark, and Boston Due to Storm Impact",8.65999984741211,7870100.0,0,1,2014,0.0023095217224107,-0.0169874994140789,91,0.0392609882885267,8.829999923706055,8.680000305175781,9.0,neutral,Global,airline,airline,-0.1402777777777777,negative,1,1.1267546031792635,0.0169874994140789,0.0023095217224107
JBLU,2014-01-06 18:11:00,"Bloomberg Reporting JetBlue Has Confirmed Cancellation of 300 Flights, Says Reducing Operations at JFK, LaGuardia, Newark, Boston Airport",8.65999984741211,7870100.0,0,1,2014,0.0023095217224107,-0.0169874994140789,137,0.0392609882885267,8.829999923706055,8.680000305175781,9.0,neutral,Global,airline,airline,0.4,positive,0,1.1267546031792635,0.0169874994140789,0.0023095217224107
DAL,2014-01-08 14:31:00,"Atlantic Equities Initiates Coverage on Delta Air Lines Inc. (New) at Overweight, Announces $37.00 PT",29.799999237060547,18690400.0,2,1,2014,0.04228188795773,0.0170268020571884,101,0.056040272451318,30.540000915527344,31.059999465942383,31.46999931335449,positive,Global,airline,airline,0.1363636363636363,positive,0,1.3856039265280546,0.0170268020571884,0.04228188795773
